ID|FirstRegistrationAge|LastRegistrationAge|TotalNoRecords|AverageNoRecords
26453|5|4|13|6.5
26454|2|2|14|14
26455|7|7|5|5
26456|4|4|17|17
26457|7|7|8|8
26458|8|7|15|7.5
26459|5|4|44|22
26460|5|1|53|10.6
26461|1|1|42|42
26462|5|6|7|
26463|7|6|13|6.5
26464|8|7|11|5.5
26465|5|4|31|15.5
26466|4|1|45|11.25
26467|3|4|7|
26468|3|3|28|28
26469|5|5|13|13
26470|6|6|6|6
26471|2|1|35|17.5
26472|9|9|8|8
26473|0|1|18|
26474|1|1|23|23
26475|2|1|38|19
26476|4|5|13|
26477|4|4|7|7
26478|7|7|12|12
26479|4|1|43|10.75
26480|2|1|30|15
26481|9|9|6|6
26482|0|1|5|
26483|1|2|16|
26484|7|7|9|9
26485|6|6|9|9
26486|9|8|9|4.5
26487|3|1|56|18.666666666667
26488|1|1|23|23
26489|9|6|32|8
26490|5|6|13|
26491|6|6|7|7
26492|2|2|8|8
26493|7|6|17|8.5
26494|4|5|4|
26495|1|2|11|
26496|0|1|12|
26497|9|9|10|10
26498|9|10|4|
26499|9|8|6|3
26500|6|1|56|9.3333333333333
26501|7|8|13|
26502|3|2|34|17
26503|2|2|7|7
26504|5|5|11|11
26505|4|3|23|11.5
26506|8|1|120|15
26507|4|3|9|4.5
26508|4|3|19|9.5
26509|3|2|38|19
26510|6|7|10|
26511|1|1|9|9
26512|9|9|5|5
26513|6|6|12|12
26514|6|5|17|8.5
26515|0|1|13|
26516|7|8|13|
26517|5|6|9|
26518|6|6|6|6
26519|4|3|20|10
26520|1|1|12|12
26521|2|2|21|21
26522|8|7|16|8
26523|8|8|10|10
26524|9|6|11|2.75
26525|4|5|11|
26526|7|3|27|5.4
26527|9|4|27|4.5
26528|7|7|7|7
26529|5|3|10|3.3333333333333
26530|3|1|62|20.666666666667
26531|5|5|16|16
26532|5|4|16|8
26533|4|1|31|7.75
26534|8|8|20|20
26535|5|5|9|9
26536|2|2|13|13
26537|4|4|14|14
26538|6|5|17|8.5
26539|0|1|8|
26540|6|6|26|26
26541|3|2|33|16.5
26542|8|3|45|7.5
26543|3|1|28|9.3333333333333
26544|1|1|18|18
26545|3|3|15|15
26546|1|1|13|13
26547|7|7|8|8
26548|8|8|7|7
26549|8|8|12|12
26550|6|5|15|7.5
26551|2|1|40|20
26552|0|1|1|
26553|8|6|21|7
26554|6|6|5|5
26555|6|6|7|7
26556|1|1|17|17
26557|3|3|17|17
26558|7|7|17|17
26559|0|1|16|
26560|4|4|7|7
26561|5|5|5|5
26562|3|3|12|12
26563|4|4|13|13
26564|8|8|17|17
26565|9|9|6|6
26566|1|1|17|17
26567|4|2|14|4.6666666666667
26568|8|9|5|
26569|8|9|11|
26570|1|1|24|24
26571|0|1|10|
26572|5|4|12|6
26573|5|5|17|17
26574|5|5|15|15
26575|0|1|1|
26576|4|3|26|13
26577|6|6|11|11
26578|5|5|14|14
26579|8|8|9|9
26580|5|6|8|
26581|8|9|4|
26582|7|2|62|10.333333333333
26583|7|8|7|
26584|8|7|7|3.5
26585|1|1|13|13
26586|6|1|20|3.3333333333333
26587|6|7|5|
26588|9|8|11|5.5
26589|8|8|7|7
26590|0|1|6|
26591|3|2|30|15
26592|2|3|24|
26593|4|5|9|
26594|3|3|13|13
26595|9|3|14|2
26596|1|1|23|23
26597|5|5|9|9
26598|6|6|6|6
26599|5|5|22|22
26600|9|8|8|4
26601|7|7|10|10
26602|8|4|19|3.8
26603|0|1|7|
26604|5|1|35|7
26605|0|1|14|
26606|0|1|6|
26607|4|5|8|
26608|3|3|11|11
26609|8|8|17|17
26610|4|4|12|12
26611|7|7|14|14
26612|7|6|21|10.5
26613|9|9|7|7
26614|6|5|11|5.5
26615|1|1|38|38
26616|7|7|14|14
26617|3|3|11|11
26618|5|2|48|12
26619|5|5|7|7
26620|2|1|12|6
26621|5|5|13|13
26622|5|5|21|21
26623|9|10|7|
26624|6|3|19|4.75
26625|8|8|11|11
26626|4|1|37|9.25
26627|6|6|17|17
26628|7|8|7|
26629|7|7|6|6
26630|2|3|14|
26631|0|1|13|
26632|7|7|10|10
26633|4|4|24|24
26634|2|1|12|6
26635|1|1|12|12
26636|4|2|30|10
26637|1|1|9|9
26638|0|1|7|
26639|0|1|6|
26640|0|1|3|
26641|4|4|8|8
26642|7|7|7|7
26643|6|5|11|5.5
26644|1|2|11|
26645|8|7|24|12
26646|8|7|4|2
26647|6|6|23|23
26648|0|1|12|
26649|7|7|9|9
26650|0|1|10|
26651|1|1|21|21
26652|9|8|5|2.5
26653|5|5|6|6
26654|6|6|11|11
26655|8|8|13|13
26656|7|6|13|6.5
26657|6|4|31|10.333333333333
26658|1|1|11|11
26659|7|7|9|9
26660|7|6|12|6
26661|7|6|9|4.5
26662|9|8|8|4
26663|2|2|18|18
26664|7|1|73|10.428571428571
26665|7|7|3|3
26666|1|1|12|12
26667|3|4|9|
26668|4|1|22|5.5
26669|3|3|11|11
26670|2|1|35|17.5
26671|8|7|11|5.5
26672|5|5|8|8
26673|5|4|13|6.5
26674|4|5|14|
26675|0|1|7|
26676|1|1|16|16
26677|3|3|23|23
26678|5|5|5|5
26679|5|5|4|4
26680|8|7|22|11
26681|2|2|12|12
26682|5|6|11|
26683|1|1|14|14
26684|7|7|6|6
26685|0|1|5|
26686|1|1|17|17
26687|1|1|24|24
26688|6|6|5|5
26689|0|1|4|
26690|4|4|8|8
26691|7|7|8|8
26692|2|2|6|6
26693|3|3|15|15
26694|6|6|9|9
26695|8|8|5|5
26696|6|6|6|6
26697|7|6|6|3
26698|1|1|45|45
26699|4|4|9|9
26700|3|3|14|14
26701|5|3|28|9.3333333333333
26702|3|1|88|29.333333333333
26703|7|8|4|
26704|8|7|25|12.5
26705|9|9|6|6
26706|6|5|9|4.5
26707|5|5|7|7
26708|3|1|13|4.3333333333333
26709|4|3|15|7.5
26710|7|6|6|3
26711|5|5|13|13
26712|5|5|5|5
26713|7|8|7|
26714|3|1|34|11.333333333333
26715|5|5|8|8
26716|7|7|8|8
26717|5|5|6|6
26718|1|1|15|15
26719|0|1|10|
26720|3|4|11|
26721|4|3|17|8.5
26722|8|7|9|4.5
26723|4|5|9|
26724|6|6|21|21
26725|6|5|31|15.5
26726|0|1|13|
26727|2|2|25|25
26728|2|2|11|11
26729|7|7|8|8
26730|8|7|21|10.5
26731|6|6|6|6
26732|4|4|14|14
26733|1|1|15|15
26734|6|5|10|5
26735|6|5|14|7
26736|1|1|29|29
26737|3|1|25|8.3333333333333
26738|6|6|9|9
26739|4|3|20|10
26740|3|1|48|16
26741|9|9|6|6
26742|3|1|18|6
26743|6|6|11|11
26744|6|6|23|23
26745|5|5|21|21
26746|4|2|17|5.6666666666667
26747|3|3|17|17
26748|2|1|24|12
26749|2|2|20|20
26750|0|1|6|
26751|0|1|12|
26752|5|4|18|9
26753|7|7|9|9
26754|8|8|10|10
26755|2|1|18|9
26756|4|4|18|18
26757|8|7|9|4.5
26758|6|6|7|7
26759|2|2|17|17
26760|8|8|19|19
26761|5|1|25|5
26762|5|5|10|10
26763|7|6|21|10.5
26764|0|1|9|
26765|0|1|13|
26766|1|1|11|11
26767|4|4|20|20
26768|10|6|15|3
26769|6|6|17|17
26770|8|6|34|11.333333333333
26771|7|5|19|6.3333333333333
26772|5|5|8|8
26773|3|1|17|5.6666666666667
26774|2|3|10|
26775|7|7|10|10
26776|1|1|16|16
26777|8|5|31|7.75
26778|9|8|8|4
26779|4|4|28|28
26780|6|6|14|14
26781|9|8|9|4.5
26782|4|4|7|7
26783|4|4|5|5
26784|6|1|11|1.8333333333333
26785|7|7|10|10
26786|7|6|4|2
26787|9|8|6|3
26788|5|1|43|8.6
26789|3|2|31|15.5
26790|0|1|9|
26791|3|3|17|17
26792|7|6|20|10
26793|8|5|17|4.25
26794|5|1|114|22.8
26795|4|1|23|5.75
26796|8|8|6|6
26797|4|4|14|14
26798|8|8|13|13
26799|7|7|7|7
26800|4|5|12|
26801|1|1|17|17
26802|3|1|30|10
26803|8|8|11|11
26804|4|4|11|11
26805|9|6|8|2
26806|5|5|6|6
26807|3|2|17|8.5
26808|0|1|9|
26809|8|9|7|
26810|7|7|17|17
26811|8|7|7|3.5
26812|5|4|6|3
26813|4|5|9|
26814|0|1|10|
26815|8|8|6|6
26816|9|9|7|7
26817|5|1|59|11.8
26818|7|6|11|5.5
26819|4|5|6|
26820|2|1|22|11
26821|7|1|16|2.2857142857143
26822|5|1|84|16.8
26823|1|1|17|17
26824|1|1|13|13
26825|2|2|13|13
26826|9|8|17|8.5
26827|4|4|14|14
26828|0|1|14|
26829|8|9|1|
26830|9|9|4|4
26831|6|7|9|
26832|1|1|10|10
26833|8|8|12|12
26834|5|1|36|7.2
26835|5|5|12|12
26836|1|1|16|16
26837|3|3|10|10
26838|4|2|35|11.666666666667
26839|3|2|33|16.5
26840|2|1|24|12
26841|1|1|13|13
26842|1|1|12|12
26843|9|3|36|5.1428571428571
26844|5|5|12|12
26845|3|4|7|
26846|4|4|7|7
26847|5|5|7|7
26848|4|1|69|17.25
26849|6|6|18|18
26850|8|1|19|2.375
26851|6|6|11|11
26852|8|8|9|9
26853|1|2|8|
26854|3|3|21|21
26855|9|9|6|6
26856|6|5|12|6
26857|9|9|11|11
26858|5|5|11|11
26859|3|4|7|
26860|3|3|12|12
26861|5|5|14|14
26862|5|5|14|14
26863|6|6|7|7
26864|8|8|7|7
26865|4|2|24|8
26866|5|1|61|12.2
26867|5|4|13|6.5
26868|5|4|24|12
26869|1|1|13|13
26870|6|1|43|7.1666666666667
26871|4|4|8|8
26872|7|7|9|9
26873|7|1|70|10
26874|2|3|8|
26875|7|7|11|11
26876|3|2|40|20
26877|7|8|11|
26878|7|6|12|6
26879|3|4|22|
26880|4|4|11|11
26881|6|5|16|8
26882|2|2|19|19
26883|5|6|5|
26884|6|6|11|11
26885|8|8|9|9
26886|9|8|10|5
26887|5|5|12|12
26888|7|7|13|13
26889|8|6|17|5.6666666666667
26890|7|7|7|7
26891|5|4|10|5
26892|8|4|2|0.4
26893|0|1|3|
26894|4|4|7|7
26895|1|2|4|
26896|6|6|15|15
26897|6|5|17|8.5
26898|2|2|11|11
26899|9|8|15|7.5
26900|4|4|11|11
26901|4|1|32|8
26902|7|3|28|5.6
26903|8|8|5|5
26904|3|4|6|
26905|1|1|11|11
26906|0|1|20|
26907|5|5|9|9
26908|3|1|19|6.3333333333333
26909|5|5|7|7
26910|3|3|11|11
26911|1|1|21|21
26912|5|3|18|6
26913|3|3|11|11
26914|6|6|6|6
26915|6|6|15|15
26916|7|4|26|6.5
26917|7|7|17|17
26918|0|1|9|
26919|6|7|6|
26920|7|7|9|9
26921|5|5|10|10
26922|6|6|6|6
26923|6|6|6|6
26924|6|6|7|7
26925|7|6|4|2
26926|2|3|1|
26927|5|2|16|4
26928|4|5|11|
26929|7|6|18|9
26930|8|7|26|13
26931|6|6|7|7
26932|5|3|14|4.6666666666667
26933|6|1|70|11.666666666667
26934|6|6|11|11
26935|3|3|12|12
26936|0|1|9|
26937|4|2|44|14.666666666667
26938|0|1|1|
26939|2|1|20|10
26940|3|3|11|11
26941|7|8|8|
26942|0|1|9|
26943|8|2|91|13
26944|1|1|14|14
26945|3|4|9|
26946|5|5|5|5
26947|4|5|11|
26948|7|1|70|10
26949|4|4|16|16
26950|6|1|152|25.333333333333
26951|3|1|42|14
26952|7|7|7|7
26953|9|5|19|3.8
26954|0|1|9|
26955|6|6|5|5
26956|5|6|15|
26957|4|4|12|12
26958|2|3|14|
26959|5|5|9|9
26960|4|5|6|
26961|4|4|14|14
26962|4|4|10|10
26963|7|7|10|10
26964|6|5|8|4
26965|4|3|16|8
26966|3|1|33|11
26967|7|7|7|7
26968|6|1|51|8.5
26969|5|1|33|6.6
26970|8|8|14|14
26971|8|8|5|5
26972|6|6|8|8
26973|5|6|10|
26974|5|5|11|11
26975|6|4|12|4
26976|2|1|26|13
26977|8|8|14|14
26978|3|3|10|10
26979|0|1|2|
26980|4|4|16|16
26981|3|3|17|17
26982|4|3|27|13.5
26983|4|5|9|
26984|2|1|20|10
26985|5|5|9|9
26986|3|1|33|11
26987|6|6|7|7
26988|6|5|10|5
26989|1|1|35|35
26990|5|1|59|11.8
26991|6|1|18|3
26992|1|1|16|16
26993|5|1|68|13.6
26994|6|2|6|1.2
26995|6|6|14|14
26996|5|6|8|
26997|5|1|37|7.4
26998|5|5|7|7
26999|1|1|13|13
27000|8|6|18|6
27001|3|1|29|9.6666666666667
27002|5|6|9|
27003|0|1|2|
27004|1|1|16|16
27005|6|3|22|5.5
27006|0|1|7|
27007|8|8|17|17
27008|6|1|47|7.8333333333333
27009|6|7|10|
27010|7|7|8|8
27011|4|5|11|
27012|2|2|22|22
27013|6|6|22|22
27014|0|1|5|
27015|0|1|8|
27016|7|4|9|2.25
27017|4|5|8|
27018|6|6|3|3
27019|4|3|11|5.5
27020|1|1|14|14
27021|3|1|70|23.333333333333
27022|2|1|28|14
27023|3|3|14|14
27024|4|4|14|14
27025|1|1|14|14
27026|7|7|21|21
27027|5|5|3|3
27028|1|1|17|17
27029|8|8|3|3
27030|7|7|9|9
27031|4|1|41|10.25
27032|3|4|7|
27033|2|2|25|25
27034|5|4|4|2
27035|7|7|7|7
27036|4|1|20|5
27037|2|1|46|23
27038|0|1|5|
27039|1|1|34|34
27040|0|1|16|
27041|9|7|22|7.3333333333333
27042|3|1|30|10
27043|5|4|24|12
27044|3|3|13|13
27045|7|8|6|
27046|7|7|12|12
27047|3|3|17|17
27048|3|3|14|14
27049|8|7|5|2.5
27050|9|9|6|6
27051|6|6|12|12
27052|3|4|12|
27053|5|5|8|8
27054|3|3|12|12
27055|5|2|23|5.75
27056|3|4|10|
27057|7|1|56|8
27058|4|4|9|9
27059|4|4|18|18
27060|2|1|18|9
27061|8|8|7|7
27062|2|3|12|
27063|8|8|6|6
27064|4|5|7|
27065|5|5|4|4
27066|0|1|4|
27067|1|2|11|
27068|6|6|14|14
27069|5|6|5|
27070|1|1|19|19
27071|1|1|2|2
27072|8|6|16|5.3333333333333
27073|7|4|19|4.75
27074|9|8|13|6.5
27075|1|1|36|36
27076|5|5|7|7
27077|2|2|11|11
27078|1|1|17|17
27079|7|1|21|3
27080|1|1|25|25
27081|3|1|11|3.6666666666667
27082|3|1|31|10.333333333333
27083|7|8|5|
27084|1|1|13|13
27085|6|2|24|4.8
27086|1|1|28|28
27087|5|6|8|
27088|9|5|34|6.8
27089|8|8|3|3
27090|6|6|9|9
27091|6|6|20|20
27092|4|1|27|6.75
27093|2|1|25|12.5
27094|4|3|19|9.5
27095|3|1|33|11
27096|8|8|12|12
27097|6|6|7|7
27098|7|5|15|5
27099|3|3|21|21
27100|6|7|8|
27101|5|1|45|9
27102|8|8|8|8
27103|8|7|6|3
27104|8|8|9|9
27105|2|1|17|8.5
27106|4|5|6|
27107|1|1|8|8
27108|2|1|39|19.5
27109|7|7|6|6
27110|2|1|26|13
27111|8|8|5|5
27112|5|3|21|7
27113|7|7|10|10
27114|5|2|22|5.5
27115|2|2|9|9
27116|4|3|25|12.5
27117|7|4|33|8.25
27118|9|9|7|7
27119|4|4|13|13
27120|8|7|4|2
27121|8|7|8|4
27122|5|5|14|14
27123|7|6|7|3.5
27124|7|7|4|4
27125|5|6|14|
27126|4|5|12|
27127|1|1|13|13
27128|4|3|14|7
27129|6|6|11|11
27130|4|4|13|13
27131|7|7|9|9
27132|9|5|16|3.2
27133|5|5|7|7
27134|4|4|13|13
27135|8|8|11|11
27136|8|8|10|10
27137|2|1|42|21
27138|6|6|6|6
27139|6|6|10|10
27140|6|1|20|3.3333333333333
27141|5|5|12|12
27142|7|7|16|16
27143|1|1|50|50
27144|6|6|4|4
27145|7|7|6|6
27146|9|8|10|5
27147|7|7|5|5
27148|7|4|8|2
27149|8|8|9|9
27150|6|6|11|11
27151|7|7|19|19
27152|5|6|8|
27153|1|1|18|18
27154|5|3|25|8.3333333333333
27155|6|7|4|
27156|8|6|25|8.3333333333333
27157|4|2|24|8
27158|5|5|9|9
27159|5|2|70|17.5
27160|2|1|25|12.5
27161|7|7|7|7
27162|1|1|15|15
27163|7|1|20|2.8571428571429
27164|1|1|18|18
27165|9|6|10|2.5
27166|5|5|9|9
27167|5|6|9|
27168|4|4|12|12
27169|5|4|10|5
27170|4|4|9|9
27171|1|1|16|16
27172|9|6|8|2
27173|7|7|5|5
27174|2|1|14|7
27175|4|2|31|10.333333333333
27176|5|5|7|7
27177|4|3|29|14.5
27178|9|8|4|2
27179|6|6|6|6
27180|3|3|16|16
27181|5|4|9|4.5
27182|5|5|8|8
27183|4|4|15|15
27184|5|3|30|10
27185|8|8|8|8
27186|8|8|10|10
27187|7|6|4|2
27188|8|9|6|
27189|6|1|16|2.6666666666667
27190|3|3|19|19
27191|6|6|8|8
27192|1|1|31|31
27193|7|7|9|9
27194|4|4|16|16
27195|6|6|9|9
27196|6|7|6|
27197|2|1|44|22
27198|7|8|4|
27199|4|5|10|
27200|6|6|10|10
27201|7|7|3|3
27202|4|2|13|4.3333333333333
27203|6|1|16|2.6666666666667
27204|0|1|21|
27205|5|3|9|3
27206|6|6|7|7
27207|7|8|6|
27208|1|1|11|11
27209|4|1|27|6.75
27210|3|4|7|
27211|7|7|6|6
27212|1|1|21|21
27213|5|5|7|7
27214|5|1|16|3.2
27215|1|1|26|26
27216|8|7|9|4.5
27217|4|4|6|6
27218|1|1|17|17
27219|4|4|7|7
27220|5|6|5|
27221|1|1|15|15
27222|0|1|7|
27223|9|8|6|3
27224|3|4|6|
27225|7|7|7|7
27226|7|5|29|9.6666666666667
27227|8|8|7|7
27228|2|3|5|
27229|6|6|6|6
27230|1|1|20|20
27231|5|5|8|8
27232|5|4|9|4.5
27233|5|6|10|
27234|1|1|21|21
27235|2|1|16|8
27236|2|1|13|6.5
27237|0|1|17|
27238|5|4|19|9.5
27239|8|9|4|
27240|3|4|10|
27241|1|1|22|22
27242|8|8|8|8
27243|6|5|9|4.5
27244|5|6|13|
27245|9|9|12|12
27246|4|4|17|17
27247|4|2|9|3
27248|2|2|15|15
27249|5|1|51|10.2
27250|6|6|11|11
27251|6|6|17|17
27252|2|2|17|17
27253|7|3|34|6.8
27254|4|1|65|16.25
27255|2|1|18|9
27256|3|3|28|28
27257|4|4|18|18
27258|6|6|7|7
27259|4|1|73|18.25
27260|4|5|12|
27261|4|5|1|
27262|4|1|60|15
27263|0|1|6|
27264|7|4|12|3
27265|2|1|22|11
27266|3|4|10|
27267|1|1|9|9
27268|5|5|7|7
27269|0|1|9|
27270|4|1|23|5.75
27271|4|4|11|11
27272|8|6|15|5
27273|5|3|25|8.3333333333333
27274|8|8|10|10
27275|2|1|15|7.5
27276|6|6|16|16
27277|0|1|7|
27278|4|1|40|10
27279|8|8|4|4
27280|8|5|21|5.25
27281|9|9|4|4
27282|0|1|8|
27283|4|4|11|11
27284|3|3|8|8
27285|8|9|4|
27286|5|5|7|7
27287|4|5|9|
27288|5|3|38|12.666666666667
27289|5|4|34|17
27290|6|4|31|10.333333333333
27291|6|6|8|8
27292|3|1|25|8.3333333333333
27293|1|1|10|10
27294|1|1|14|14
27295|3|3|5|5
27296|4|4|11|11
27297|4|3|20|10
27298|6|3|18|4.5
27299|3|2|40|20
27300|2|1|24|12
27301|2|3|12|
27302|6|7|4|
27303|1|1|16|16
27304|1|1|23|23
27305|4|5|8|
27306|7|5|28|9.3333333333333
27307|8|8|6|6
27308|2|1|54|27
27309|5|5|11|11
27310|5|5|9|9
27311|9|9|6|6
27312|6|1|46|7.6666666666667
27313|4|4|20|20
27314|3|2|23|11.5
27315|5|5|8|8
27316|9|9|5|5
27317|4|1|11|2.75
27318|6|7|9|
27319|6|5|18|9
27320|6|6|10|10
27321|6|6|6|6
27322|5|5|26|26
27323|2|2|14|14
27324|6|6|11|11
27325|8|3|21|3.5
27326|6|4|19|6.3333333333333
27327|1|1|17|17
27328|4|1|82|20.5
27329|7|7|3|3
27330|4|4|12|12
27331|3|3|16|16
27332|3|1|42|14
27333|3|1|50|16.666666666667
27334|9|10|1|
27335|3|3|19|19
27336|2|1|18|9
27337|5|4|25|12.5
27338|5|5|8|8
27339|2|1|48|24
27340|0|1|1|
27341|9|9|5|5
27342|7|2|12|2
27343|3|3|19|19
27344|8|6|8|2.6666666666667
27345|2|2|11|11
27346|7|7|4|4
27347|4|1|25|6.25
27348|5|1|27|5.4
27349|6|6|9|9
27350|3|1|38|12.666666666667
27351|7|7|7|7
27352|7|7|7|7
27353|5|5|25|25
27354|9|8|8|4
27355|4|5|4|
27356|8|6|12|4
27357|4|1|24|6
27358|6|6|16|16
27359|4|4|9|9
27360|5|6|5|
27361|6|6|11|11
27362|8|2|10|1.4285714285714
27363|3|2|17|8.5
27364|6|4|30|10
27365|0|1|16|
27366|7|1|11|1.5714285714286
27367|3|1|32|10.666666666667
27368|2|3|12|
27369|2|1|29|14.5
27370|3|1|33|11
27371|2|1|34|17
27372|0|1|5|
27373|3|2|18|9
27374|4|4|16|16
27375|3|4|1|
27376|6|6|9|9
27377|1|1|9|9
27378|4|4|10|10
27379|8|7|13|6.5
27380|6|5|25|12.5
27381|8|6|14|4.6666666666667
27382|4|5|8|
27383|2|1|16|8
27384|3|1|98|32.666666666667
27385|9|8|10|5
27386|2|1|11|5.5
27387|0|1|12|
27388|6|6|4|4
27389|8|6|3|1
27390|5|2|29|7.25
27391|4|4|9|9
27392|4|4|7|7
27393|0|1|9|
27394|8|7|36|18
27395|8|7|8|4
27396|4|4|13|13
27397|2|2|12|12
27398|1|1|12|12
27399|5|6|10|
27400|5|5|23|23
27401|5|5|14|14
27402|7|5|24|8
27403|0|1|7|
27404|3|3|19|19
27405|2|2|25|25
27406|7|3|29|5.8
27407|0|1|19|
27408|7|8|6|
27409|4|4|7|7
27410|6|2|13|2.6
27411|4|3|11|5.5
27412|3|3|22|22
27413|4|5|10|
27414|8|8|5|5
27415|4|3|16|8
27416|5|5|6|6
27417|4|5|9|
27418|2|2|16|16
27419|2|1|19|9.5
27420|4|3|11|5.5
27421|3|3|22|22
27422|5|1|69|13.8
27423|3|3|12|12
27424|4|1|28|7
27425|4|1|60|15
27426|4|5|11|
27427|2|1|69|34.5
27428|5|4|16|8
27429|5|5|9|9
27430|4|4|7|7
27431|4|5|14|
27432|1|1|14|14
27433|4|4|9|9
27434|5|6|10|
27435|1|2|2|
27436|1|1|8|8
27437|6|6|8|8
27438|4|2|14|4.6666666666667
27439|1|1|16|16
27440|7|8|5|
27441|0|1|12|
27442|7|7|10|10
27443|2|1|35|17.5
27444|7|2|26|4.3333333333333
27445|8|8|12|12
27446|5|5|11|11
27447|4|3|8|4
27448|4|2|18|6
27449|9|8|7|3.5
27450|4|3|10|5
27451|1|1|21|21
27452|1|1|20|20
27453|2|1|25|12.5
27454|2|3|15|
27455|0|1|5|
27456|5|6|9|
27457|8|8|10|10
27458|8|8|9|9
27459|7|4|16|4
27460|4|4|6|6
27461|0|1|13|
27462|7|6|13|6.5
27463|9|9|8|8
27464|6|6|7|7
27465|0|1|6|
27466|7|7|6|6
27467|5|1|69|13.8
27468|1|1|10|10
27469|6|7|6|
27470|0|1|4|
27471|1|1|21|21
27472|4|4|13|13
27473|7|7|12|12
27474|6|6|6|6
27475|2|1|32|16
27476|5|5|18|18
27477|3|1|16|5.3333333333333
27478|4|4|12|12
27479|3|1|31|10.333333333333
27480|4|4|15|15
27481|3|4|11|
27482|7|8|8|
27483|3|2|30|15
27484|8|8|5|5
27485|4|3|13|6.5
27486|7|7|9|9
27487|4|4|5|5
27488|7|6|15|7.5
27489|7|8|4|
27490|6|7|5|
27491|3|3|15|15
27492|2|1|43|21.5
27493|5|2|24|6
27494|9|8|10|5
27495|8|7|11|5.5
27496|6|7|7|
27497|6|6|20|20
27498|9|8|7|3.5
27499|6|6|14|14
27500|2|1|24|12
27501|4|1|42|10.5
27502|3|2|15|7.5
27503|9|8|6|3
27504|4|3|23|11.5
27505|6|6|18|18
27506|3|3|30|30
27507|0|1|7|
27508|7|7|10|10
27509|3|3|15|15
27510|4|5|5|
27511|5|5|6|6
27512|6|2|14|2.8
27513|2|2|14|14
27514|8|7|10|5
27515|5|5|8|8
27516|0|1|15|
27517|5|5|10|10
27518|8|7|11|5.5
27519|0|1|3|
27520|6|6|7|7
27521|5|4|9|4.5
27522|6|6|14|14
27523|2|2|12|12
27524|1|1|3|3
27525|4|4|14|14
27526|1|1|23|23
27527|0|1|23|
27528|7|7|9|9
27529|3|2|27|13.5
27530|4|1|30|7.5
27531|5|5|15|15
27532|6|6|11|11
27533|8|8|5|5
27534|4|4|14|14
27535|1|1|2|2
27536|8|6|9|3
27537|8|1|47|5.875
27538|8|8|7|7
27539|5|5|10|10
27540|8|1|28|3.5
27541|1|1|18|18
27542|1|1|6|6
27543|1|1|19|19
27544|1|1|10|10
27545|1|1|6|6
27546|0|1|1|
27547|6|6|5|5
27548|4|4|23|23
27549|4|1|52|13
27550|5|5|13|13
27551|1|1|12|12
27552|0|1|2|
27553|8|8|14|14
27554|4|3|15|7.5
27555|8|4|7|1.4
27556|7|1|58|8.2857142857143
27557|3|1|70|23.333333333333
27558|7|7|6|6
27559|8|6|22|7.3333333333333
27560|8|5|6|1.5
27561|1|1|21|21
27562|5|1|62|12.4
27563|5|6|8|
27564|4|1|29|7.25
27565|5|6|8|
27566|4|4|15|15
27567|2|1|21|10.5
27568|6|6|7|7
27569|1|1|17|17
27570|1|1|12|12
27571|1|1|15|15
27572|5|2|86|21.5
27573|1|1|17|17
27574|4|3|6|3
27575|6|6|4|4
27576|4|4|22|22
27577|5|5|6|6
27578|8|1|48|6
27579|7|4|61|15.25
27580|8|7|8|4
27581|2|2|14|14
27582|6|6|7|7
27583|3|1|21|7
27584|9|9|5|5
27585|7|7|12|12
27586|2|1|16|8
27587|3|1|22|7.3333333333333
27588|4|1|83|20.75
27589|5|4|15|7.5
27590|2|1|32|16
27591|5|1|40|8
27592|5|5|4|4
27593|3|4|10|
27594|2|3|5|
27595|6|6|5|5
27596|7|7|7|7
27597|1|1|32|32
27598|5|5|6|6
27599|4|1|139|34.75
27600|4|5|10|
27601|5|5|8|8
27602|5|5|22|22
27603|5|5|15|15
27604|4|5|13|
27605|5|6|15|
27606|3|1|67|22.333333333333
27607|3|3|10|10
27608|5|6|8|
27609|5|5|8|8
27610|4|5|7|
27611|5|4|16|8
27612|9|9|15|15
27613|0|1|2|
27614|5|5|8|8
27615|1|1|14|14
27616|6|6|13|13
27617|6|1|58|9.6666666666667
27618|5|5|6|6
27619|4|2|33|11
27620|5|4|17|8.5
27621|6|6|7|7
27622|6|6|6|6
27623|1|1|13|13
27624|8|8|15|15
27625|6|6|15|15
27626|1|1|26|26
27627|3|1|65|21.666666666667
27628|4|4|21|21
27629|5|6|9|
27630|3|3|23|23
27631|0|1|13|
27632|7|6|15|7.5
27633|9|8|9|4.5
27634|3|3|12|12
27635|6|6|8|8
27636|5|5|3|3
27637|8|3|24|4
27638|1|1|8|8
27639|6|6|19|19
27640|5|5|6|6
27641|5|6|7|
27642|4|5|8|
27643|1|1|14|14
27644|0|1|13|
27645|6|1|19|3.1666666666667
27646|2|2|15|15
27647|4|4|9|9
27648|3|3|9|9
27649|0|1|7|
27650|6|2|30|6
27651|0|1|18|
27652|5|5|8|8
27653|4|3|33|16.5
27654|6|7|8|
27655|3|1|35|11.666666666667
27656|5|4|9|4.5
27657|4|3|12|6
27658|0|1|10|
27659|6|5|7|3.5
27660|6|6|7|7
27661|0|1|2|
27662|7|7|10|10
27663|5|5|16|16
27664|6|6|12|12
27665|6|5|24|12
27666|2|3|15|
27667|6|6|9|9
27668|5|5|14|14
27669|5|5|12|12
27670|7|7|17|17
27671|1|1|14|14
