ID|VATStatusAge|VATStartAge|VATEndAge|VATCollectionStartAge|VATCollectionEndAge|VATCollectionUpdateAge|VATCollectionPublishAge|VATInactivationAge|VATReactivationAge|VATCancellationAge|VATSplitStartAge|VATSplitCancellationAge
16302||||||||||||
16303||||||||||||
16304||||||||||||
16305||||||||||||
16306||||||||||||
16307||||||||||||
16308||||||||||||
16309||||||||||||
16310||||||||||||
16311||||||||||||
16312||||||||||||
16313||||||||||||
16314|25|16||||||||||
16315||||||||||||
16316||||||||||||
16317||25||5||6|6|||||
16318|19|10||||||||||
16319|23|4||4|4|4||||||
16320|22|16||||||||||
16321|22|7|||||||5|||
16322|17|11||||||||||
16323||25|9|||||2||||
16324|24|8||||||||||
16325|24|9|||||||9|||
16326|21|6|||||||5|||
16327||24||||||||||
16328||22|8|||||||||
16329||20|9|||||9||||
16330||||||||||||
16331|17|8|||||||4|||
16332|25|10||||||||||
16333|25|6|||||||6|||
16334||25||5||6|6|||||
16335||||||||||||
16336||21||5|4|4|4|||||
16337|20|9||||||||||
16338||||||||||||
16339||25||5||6|6|||||
16340||||||||||||
16341||25|2|5|4|4|4|||||
16342||||||||||||
16343||||||||||||
16344||||||||||||
16345|23|6||||||||||
16346|25|9||||||||||
16347||||||||||||
16348|25|20||||||||||
16349||||||||||||
16350|22|9||||||||||
16351|24|7||||||||||
16352||25||5|3|3|3|||||
16353|||||||||7|||
16354||||||||||||
16355||||||||||||
16356|25|25||||||||||
16357||||||||||||
16358||||||||||||
16359|25|9||||||||||
16360||||||||||||
16361|23|9|||||||9|||
16362|17|8||||||||||
16363||||||||||||
16364||||||||||||
16365||||||||||||
16366||||||||||||
16367||||||||||||
16368||||||||||||
16369||||||||||||
16370||||||||||||
16371||||||||||||
16372||||||||||||
16373||||||||||||
16374||||||||||||
16375||||||||||||
16376||||||||||||
16377||||||||||||
16378||||||||||||
16379||||||||||||
16380||||||||||||
16381||||||||||||
16382||||||||||||
16383||||||||||||
16384||||||||||||
16385||||||||||||
16386||||||||||||
16387||||||||||||
16388||||||||||||
16389||||||||||||
16390||||||||||||
16391||||||||||||
16392||||||||||||
16393||||||||||||
16394||||||||||||
16395||||||||||||
16396||||||||||||
16397||||||||||||
16398||||||||||||
16399||||||||||||
16400||||||||||||
16401||||||||||||
16402||||||||||||
16403||||||||||||
16404||||||||||||
16405||||||||||||
16406||||||||||||
16407||||||||||||
16408||||||||||||
16409||||||||||||
16410||||||||||||
16411||||||||||||
16412||||||||||||
16413||||||||||||
16414||||||||||||
16415||||||||||||
16416||||||||||||
16417||||||||||||
16418||||||||||||
16419||||||||||||
16420||||||||||||
16421||||||||||||
16422||||||||||||
16423||||||||||||
16424|18|16||||||||||
16425||||||||||||
16426||||||||||||
16427||||||||||||
16428||||||||||||
16429||||||||||||
16430||||||||||||
16431||||||||||||
16432||||||||||||
16433|25|18||||||||||
16434||||||||||||
16435||||||||||||
16436||||||||||||
16437||||||||||||
16438||||||||||||
16439||||||||||||
16440||||||||||||
16441||||||||||||
16442||||||||||||
16443||||||||||||
16444||||||||||||
16445||||||||||||
16446||||||||||||
16447||||||||||||
16448||||||||||||
16449||||||||||||
16450||||||||||||
16451||||||||||||
16452||||||||||||
16453||||||||||||
16454||||||||||||
16455||||||||||||
16456||||||||||||
16457||||||||||||
16458||||||||||||
16459||||||||||||
16460||||||||||||
16461||||||||||||
16462||||||||||||
16463||||||||||||
16464||||||||||||
16465||||||||||||
16466||||||||||||
16467||||||||||||
16468||25||||||||||
16469||25|4|5|4|4|4|||||
16470|25|13||||||||||
16471||20|1|5|4|4|4|-1||||
16472||0|-1|5|3|3|3|||||
16473||||||||||||
16474||21||5|4|4|4|||||
16475|25|16||||||4|9|||
16476||21||5||6|6|||||
16477||||||||||||
16478||||||||||||
16479||||||||||||
16480||||||||||||
16481||||||||||||
16482||||||||||||
16483||4||0||0|0||||0|
16484||25|8|||||2||||
16485|18|16||||||||||
16486||3||5|5|5|5|||||
16487|24|7||||||||||
16488|25|9|||||||9|||
16489||25||||||||||
16490||13|8|||||6||||
16491|13|4||4|4|4||||||
16492||||||||||||
16493||22|16|||||||||
16494||||||||9|9|||
16495|25|16|||||||9|||
16496||||||||||||
16497||||||||||||
16498|25|9|||||||9|||
16499||||||||||||
16500||||||||||||
16501||||||||||||
16502||||||||||||
16503||||||||||||
16504||||||||||||
16505||||||||||||
16506||||||||||||
16507||||||||||||
16508||||||||||||
16509||||||||||||
16510||||||||||||
16511||||||||||||
16512||||||||||||
16513||||||||||||
16514||||||||||||
16515||||||||||||
16516||||||||||||
16517||||||||||||
16518||||||||||||
16519||||||||||||
16520||||||||||||
16521||||||||||||
16522||||||||||||
16523||||||||||||
16524||||||||||||
16525||||||||||||
16526||||||||||||
16527||||||||||||
16528||||||||||||
16529||||||||||||
16530||||||||||||
16531||||||||||||
16532||||||||||||
16533||||||||||||
16534||||||||||||
16535||||||||||||
16536||||||||||||
16537||||||||||||
16538||||||||||||
16539||||||||||||
16540||||||||||||
16541||||||||||||
16542||||||||||||
16543||||||||||||
16544||||||||||||
16545||||||||||||
16546||||||||||||
16547||||||||||||
16548||||||||||||
16549||||||||||||
16550||||||||||||
16551||24|5|5|5|5|5|||||
16552|25|9|||||||9|||
16553|24|16||||||||||
16554|25|6||||||||||
16555|21|7||||||||||
16556|||||||||6|||
16557||||||||||||
16558|25|25||||||||||
16559|25|17||||||||||
16560||||||||||||
16561||||||||||||
16562||||||||||||
16563|||||||||6|||
16564|24|9|||||||9|||
16565|25|9|||||||9|||
16566|25|8||||||||||
16567|25|9|||||||9|||
16568|25|9|||||||9|||
16569|24|9|||||||9|||
16570|25|9|||||||9|||
16571|25|||4|4|4||||||
16572|25||||6|6||||||
16573||||||||||||
16574||||||||||||
16575|25|16||||||||||
16576|25|||4|4|4||||||
16577|25|||||||||||
16578||||||||||||
16579||||||||||||
16580||||||||||||
16581||||||||||||
16582||||||||||||
16583||||||||||||
16584||||||||||||
16585||||||||||||
16586||||||||||||
16587||||||||||||
16588||||||||||||
16589||||||||||||
16590||||||||||||
16591||||||||||||
16592||||||||||||
16593||||||||||||
16594||||||||||||
16595||||||||||||
16596||||||||||||
16597||||||||||||
16598||||||||||||
16599||||||||||||
16600||||||||||||
16601||||||||||||
16602||||||||||||
16603||||||||||||
16604||||||||||||
16605||||||||||||
16606||||||||||||
16607||||||||||||
16608||||||||||||
16609||||||||||||
16610||||||||||||
16611||||||||||||
16612||||||||||||
16613||||||||||||
16614||||||||||||
16615||||||||||||
16616||||||||||||
16617||||||||||||
16618||||||||||||
16619||||||||||||
16620||||||||||||
16621||||||||||||
16622||||||||||||
16623||||||||||||
16624||||||||||||
16625||||||||||||
16626||||||||||||
16627||||||||||||
16628||||||||||||
16629||||||||||||
16630||||||||||||
16631||||||||||||
16632||||||||||||
16633||||||||||||
16634||||||||||||
16635||||||||||||
16636||||||||||||
16637|18|16||||||||||
16638||||||||||||
16639||||||||||||
16640||||||||||||
16641||||||||||||
16642||||||||||||
16643||||||||||||
16644||||||||||||
16645||||||||||||
16646||||||||||||
16647||||||||||||
16648||||||||||||
16649||||||||||||
16650||||||||||||
16651||||||||||||
16652||||||||||||
16653||||||||||||
16654||||||||||||
16655||||||||||||
16656||||||||||||
16657||||||||||||
16658||||||||||||
16659||||||||||||
16660||||||||||||
16661||||||||||||
16662||||||||||||
16663||||||||||||
16664||||||||||||
16665||||||||||||
16666||||||||||||
16667||||||||||||
16668||||||||||||
16669||||||||||||
16670||||||||||||
16671||||||||||||
16672||||||||||||
16673||||||||||||
16674||||||||||||
16675||||||||||||
16676||||||||||||
16677||||||||||||
16678||||||||||||
16679||||||||||||
16680||||||||||||
16681||||||||||||
16682||||||||||||
16683||||||||||||
16684||||||||||||
16685||||||||||||
16686||||||||||||
16687||||||||||||
16688||||||||||||
16689||||||||||||
16690||||||||||||
16691||||||||||||
16692||||||||||||
16693||||||||||||
16694||||||||||||
16695||||||||||||
16696||||||||||||
16697||||||||||||
16698||||||||||||
16699||||||||||||
16700||||||||||||
16701||||||||||||
16702||||||||||||
16703||||||||||||
16704||||||||||||
16705||||||||||||
16706||||||||||||
16707||||||||||||
16708||||||||||||
16709||||||||||||
16710||||||||||||
16711||||||||||||
16712||||||||||||
16713||||||||||||
16714||||||||||||
16715||||||||||||
16716||||||||||||
16717||||||||||||
16718||||||||||||
16719||||||||||||
16720||||||||||||
16721||||||||||||
16722||||||||||||
16723||||||||||||
16724||||||||||||
16725||||||||||||
16726||||||||||||
16727||||||||||||
16728||||||||||||
16729||||||||||||
16730||||||||||||
16731||||||||||||
16732||||||||||||
16733||||||||||||
16734|18|16||||||||||
16735||||||||||||
16736||||||||||||
16737||||||||||||
16738||||||||||||
16739||||||||||||
16740||||||||||||
16741||||||||||||
16742||||||||||||
16743||||||||||||
16744||||||||||||
16745||||||||||||
16746||||||||||||
16747||||||||||||
16748||||||||||||
16749|17|13||||||||||
16750||||||||||||
16751||||||||||||
16752||||||||||||
16753||||||||||||
16754|17|16||||||||||
16755||||||||||||
16756||||||||||||
16757||||||||||||
16758||||||||||||
16759||||||||||||
16760|25|13||||||||||
16761||||||||||||
16762|20|9|||||||9|||
16763||||||||||||
16764||19||5|4|4|4|||||
16765||||||||||||
16766|25|4||4|4|4||||||
16767|21|6|||||||6|||
16768|25|17||||||||||
16769||||||||||||
16770||||||||||||
16771|25|14||||||||||
16772||||||||||||
16773|21|12||||||||||
16774|24|12||||||||||
16775||||||||||||
16776||||||||||||
16777|25|13||||||||||
16778||||||||||||
16779||25|0|5|0|0|0|||||
16780||||||||||||
16781|25|20||||||||||
16782|25|13||||||||||
16783||||||||||||
16784||10||5||6|6|||||
16785|25|16||||||||||
16786||||||||7||||
16787||19||5||6|6|||||
16788||||||||||||
16789||||||||||||
16790||||||||||||
16791||||||||||||
16792||||||||||||
16793||||||||||||
16794||||||||||||
16795||||||||||||
16796||||||||||||
16797||||||||||||
16798||||||||||||
16799||||||||||||
16800||||||||||||
16801||||||||||||
16802||||||||||||
16803||||||||||||
16804||||||||||||
16805||||||||||||
16806||||||||||||
16807||||||||||||
16808||||||||||||
16809||||||||||||
16810||||||||||||
16811||||||||||||
16812||||||||||||
16813||||||||||||
16814||||||||||||
16815||||||||||||
16816||||||||||||
16817||||||||||||
16818||||||||||||
16819||||||||||||
16820||||||||||||
16821||||||||||||
16822||||||||||||
16823||||||||||||
16824||||||||||||
16825||||||||||||
16826||||||||||||
16827||||||||||||
16828|25|8||||||||||
16829|25|17||||||||||
16830||||||||||||
16831|17|9||||||||||
16832||||||||||||
16833|25|9||||||||||
16834|22|8|||||||2|||
16835|||||||||9|||
16836||||||||||||
16837||||||||||||
16838|16|8||||||||||
16839||||||||||||
16840||||||||||||
16841|25|5||5|5|5||||||
16842||||||||||||
16843||||||||||||
16844|25|13||||||||||
16845||6|5|5|5|5|5|||||
16846||23||5||6|6|||||
16847||20||5|3|3|3|||||
16848||15|7|||||||||
16849||||||||||||
16850|25|13||||||||||
16851|24|12||||||||||
16852||25||||||||||
16853||||||||||||
16854||||||||||||
16855||||||||||||
16856||||||||||||
16857||||||||||||
16858||||||||||||
16859|22|8||||||||||
16860||||||||||||
16861||||||||||||
16862||||||||5||||
16863|25|16||||||||||
16864||||||||||||
16865||||||||||||
16866||||||||||||
16867||||||||||||
16868||||||||||||
16869||||||||||||
16870||||||||||||
16871||||||||||||
16872||||||||||||
16873||||||||||||
16874||||||||||||
16875||||||||||||
16876||||||||||||
16877||||||||||||
16878||||||||||||
16879||13||5||6|6|||||
16880|25|||||||||||
16881|25|||||||||||
16882|25|6|||||||5|||
16883|25|10||||||||||
16884|25|||||||||||
16885||25|1|5|3|3|3|||||
16886||||||||||||
16887|25|9|||||||9|||
16888|25|13||||||||||
16889||21||5||6|6|||||
16890||||||||||||
16891||||||||||||
16892|25|6|||||||6|||
16893||||||||||||
16894|25|4||4|4|4|||2|||
16895||||||||||||
16896||21|9|||||9||||
16897||||||||||||
16898||5||5|4|4|4|||||
16899|25|6|||||||5|||
16900|25|9|||||||9|||
16901||||||||||||
16902||||||||||||
16903||||||||||||
16904|25|13||||||||||
16905||||||||||||
16906||||||||||||
16907|25|11||||||||||
16908||||||||5||||
16909||||||||||||
16910||||||||9||||
16911||||||||6||||
16912||||||||||||
16913|25|9|||||||9|||
16914||||||||||||
16915||||||||||||
16916||||||||||||
16917||||||||||||
16918||||||||||||
16919||||||||||||
16920||||||||||||
16921||||||||||||
16922||||||||||||
16923||||||||||||
16924||||||||||||
16925||||||||||||
16926||||||||||||
16927||||||||||||
16928||||||||||||
16929||||||||||||
16930||||||||||||
16931||||||||||||
16932||||||||||||
16933|18|16||||||||||
16934||||||||||||
16935||||||||||||
16936||||||||||||
16937||||||||||||
16938||||||||||||
16939||||||||||||
16940||||||||||||
16941||||||||||||
16942||||||||||||
16943||||||||||||
16944||||||||||||
16945||||||||||||
16946||||||||||||
16947||||||||||||
16948||||||||||||
16949||||||||||||
16950||||||||||||
16951||||||||||||
16952||||||||||||
16953||||||||||||
16954||||||||||||
16955|24|24||||||||||
16956||||||||||||
16957||||||||||||
16958||||||||||||
16959||||||||||||
16960||||||||||||
16961||||||||||||
16962||||||||||||
16963||||||||||||
16964||||||||||||
16965||||||||||||
16966||||||||||||
16967||||||||||||
16968||||||||||||
16969||||||||||||
16970|6|1|1|||||||||
16971|17|16||||||||||
16972||||||||||||
16973||||||||||||
16974||||||||||||
16975||||||||||||
16976||||||||||||
16977||||||||||||
16978||||||||||||
16979||||||||||||
16980||||||||||||
16981||||||||||||
16982||||||||||||
16983||||||||||||
16984||||||||||||
16985||||||||||||
16986||||||||||||
16987||||||||||||
16988||||||||||||
16989||||||||||||
16990||||||||||||
16991||||||||||||
16992||||||||||||
16993||||||||||||
16994||||||||||||
16995||||||||||||
16996||||||||||||
16997||||||||||||
16998||||||||||||
16999||||||||||||
17000||||||||||||
17001||||||||||||
17002||||||||||||
17003||||||||||||
17004||||||||||||
17005||||||||||||
17006||||||||||||
17007|17|8||||||||||
17008||||||||||||
17009||||||||||||
17010||||||||||||
17011||||||||||||
17012||||||||||||
17013||||||||||||
17014||||||||||||
17015||||||||||||
17016||||||||||||
17017||||||||||||
17018||||||||||||
17019||||||||||||
17020||||||||||||
17021||||||||||||
17022||||||||||||
17023||||||||||||
17024||||||||||||
17025||||||||||||
17026||||||||||||
17027||||||||||||
17028||||||||||||
17029||||||||||||
17030||||||||||||
17031||||||||||||
17032||||||||||||
17033||||||||||||
17034||||||||||||
17035||||||||||||
17036||||||||||||
17037||||||||||||
17038||||||||||||
17039||||||||||||
17040||||||||||||
17041||||||||||||
17042||||||||||||
17043||||||||||||
17044||||||||||||
17045||||||||||||
17046||||||||||||
17047||||||||||||
17048||||||||||||
17049||||||||||||
17050||||||||||||
17051||||||||||||
17052||||||||||||
17053||||||||||||
17054||||||||||||
17055||||||||||||
17056||||||||||||
17057||||||||||||
17058||||||||||||
17059||||||||||||
17060||||||||||||
17061||||||||||||
17062||||||||||||
17063||||||||||||
17064||||||||||||
17065||||||||||||
17066||||||||||||
17067||||||||||||
17068||||||||||||
17069||||||||||||
17070||||||||||||
17071||||||||||||
17072||||||||||||
17073||||||||||||
17074||||||||||||
17075||||||||||||
17076||||||||||||
17077||||||||||||
17078||||||||||||
17079||||||||||||
17080||||||||||||
17081||||||||||||
17082||||||||||||
17083||||||||||||
17084||||||||||||
17085||||||||||||
17086||||||||||||
17087||||||||||||
17088||||||||||||
17089||||||||||||
17090||||||||||||
17091||||||||||||
17092||||||||||||
17093||||||||||||
17094||||||||||||
17095||||||||||||
17096||||||||||||
17097||||||||||||
17098||||||||||||
17099||||||||||||
17100||||||||||||
17101||||||||||||
17102||||||||||||
17103||||||||||||
17104||||||||||||
17105||||||||||||
17106||||||||||||
17107||||||||||||
17108||||||||||||
17109||||||||||||
17110||||||||||||
17111||||||||||||
17112||||||||||||
17113||||||||||||
17114||||||||||||
17115||||||||||||
17116||||||||||||
17117||||||||||||
17118||||||||||||
17119||||||||||||
17120||||||||||||
17121||||||||||||
17122||||||||||||
17123||||||||||||
17124||||||||||||
17125||21||5|4|4|4|||||
17126||23|0|5|0|0|0|0||||
17127||1||||||||||
17128|7|6||||||||||
17129|24|8||||||||||
17130|24|12||||||||||
17131||20|16|||||0||||
17132||||||||||||
17133||||||||||||
17134||||||||||||
17135||21||5||6|6|||||
17136||21|6|||||6||||
17137||19|8|||||6||||
17138||||||||9||||
17139|24|8|||||||6|||
17140|24|11||||||||||
17141||||||||||||
17142|25|3|3|4|4|4|||2|||
17143||10||5||6|6|||||
17144||||||||||||
17145|25|6|||||||5|||
17146|25|8||||||||||
17147||21||5|4|4|4|||||
17148|25|13||||||||||
17149|23|10||||||||||
17150||||||||-1||||
17151||||||||||||
17152|25|10||||||||||
17153||||||||||||
17154|25|6|||||||6|||
17155||||||||||||
17156||21|16|||||||||
17157||||||||||||
17158||||||||||||
17159|25|6||||||||||
17160|21|8||||||||||
17161|25|17||||||||||
17162||||||||||||
17163||||||||||||
17164||||||||||||
17165||||||||||||
17166|21|9|||||||9|||
17167||||||||||||
17168|21|12||||||||||
17169||||||||||||
17170|25|13||||||||||
17171||||||||||||
17172||24|||||||||0|
17173||||||||||||
17174||||||||||||
17175||||||||||||
17176||19||5|4|4|4|||||
17177||||||||||||
17178||25||5|4|5|5|||||
17179||||||||||||
17180||||||||||||
17181|25|17||||||||||
17182||21||5||6|6|||||
17183||20|8|||||2||||
17184||||||||||||
17185|24|9|||||||9|||
17186||25||5|2|2|2|||||
17187||4||||||||||
17188||||||||||||
17189|25|4|||6|6|||1|||
17190||17|3|||||2||||
17191||||||||||||
17192||||||||||||
17193||||||||||||
17194||||||||||||
17195||||||||||||
17196||||||||||||
17197||||||||||||
17198||||||||||||
17199||||||||||||
17200||||||||||||
17201||||||||||||
17202|18|16||||||||||
17203||||||||||||
17204||||||||||||
17205||||||||||||
17206||||||||||||
17207||||||||||||
17208||||||||||||
17209||||||||||||
17210||||||||||||
17211||||||||||||
17212||||||||||||
17213||||||||||||
17214||||||||||||
17215||||||||||||
17216||||||||||||
17217||||||||||||
17218||||||||||||
17219||||||||||||
17220||||||||||||
17221||||||||||||
17222||||||||||||
17223||||||||||||
17224||||||||||||
17225||||||||||||
17226||||||||||||
17227||||||||||||
17228||||||||||||
17229||||||||||||
17230||||||||||||
17231||||||||||||
17232||||||||||||
17233||||||||||||
17234|18|14||||||||||
17235||||||||||||
17236||||||||||||
17237||||||||||||
17238||||||||||||
17239||||||||||||
17240||||||||||||
17241||25|16|||||||||
17242||||||||||||
17243||||||||||||
17244||||||||||||
17245||||||||||||
17246||||||||||||
17247||||||||||||
17248||||||||||||
17249||||||||||||
17250||||||||||||
17251||||||||||||
17252||||||||||||
17253||||||||||||
17254||||||||||||
17255||||||||||||
17256||||||||||||
17257||||||||||||
17258||||||||||||
17259||||||||||||
17260||||||||||||
17261||||||||||||
17262||||||||||||
17263||||||||||||
17264||||||||||||
17265||18|16|||||||||
17266||||||||||||
17267||||||||||||
17268||||||||||||
17269||||||||||||
17270||||||||||||
17271||||||||||||
17272||||||||||||
17273||||||||||||
17274||||||||||||
17275||||||||||||
17276||||||||||||
17277||||||||||||
17278||||||||||||
17279|25|9||||||||||
17280||||||||||||
17281||||||||||||
17282|19|8||||||||||
17283|25|6|||||||6|||
17284|25|16|||||||9|||
17285||||||||||||
17286|17|12||||||||||
17287||||||||||||
17288||25|15|||||||||
17289|25|21||||||||||
17290||25||5|4|4|4|||||
17291|25|13||||||||||
17292||21||5|3|3|3|||||
17293||||||||||||
17294||23||5|4|4|4|||||
17295||||||||||||
17296|21|7||||||||||
17297|21|9|||||||9|||
17298||||||||||||
17299|25|9|||||||9|||
17300||||||||||||
17301||||||||||||
17302||||||||||||
17303||||||||||||
17304||||||||||||
17305|||||||||6|||
17306||21|6|||||5||||
17307|25|17||||||||||
17308|25|24||||||||||
17309|||||||||4|||
17310||||||||||||
17311||||||||||||
17312||||||||||||
17313|23|13||||||||||
17314||||||||||||
17315|||||||||9|||
17316||||||||||||
17317|25|17||||||||||
17318||||||||||||
17319||||||||||||
17320|12|3|3|3|4|4||||||
17321||6|5|5|5|5|5|||||
17322||||||||||||
17323||||||||||||
17324|25|9|||||||9|||
17325|18|6||||||||||
17326||||||||||||
17327||||||||||||
17328||||||||||||
17329||||||||||||
17330||||||||||||
17331||||||||||||
17332||||||||||||
17333||||||||||||
17334||||||||||||
17335|18|17||||||||||
17336||||||||||||
17337||18|16|||||||||
17338||||||||||||
17339||||||||||||
17340||||||||||||
17341||||||||||||
17342|18|6||||||||||
17343||||||||||||
17344||||||||||||
17345||||||||||||
17346||||||||||||
17347||||||||||||
17348||||||||||||
17349||||||||||||
17350||||||||||||
17351||||||||||||
17352||||||||||||
17353||||||||||||
17354||||||||||||
17355||||||||||||
17356||||||||||||
17357||||||||||||
17358||||||||||||
17359||||||||||||
17360||||||||||||
17361||||||||||||
17362||||||||||||
17363||||||||||||
17364||||||||||||
17365||||||||||||
17366||||||||||||
17367||||||||||||
17368||||||||||||
17369||||||||||||
17370||||||||||||
17371||||||||||||
17372||||||||||||
17373||||||||||||
17374||||||||||||
17375||||||||||||
17376||||||||||||
17377||||||||||||
17378||||||||||||
17379|22|3|3|4|4|4||||||
17380||12|12|||||||||
17381||25||5||6|6|||||
17382||19||5|4|4|4|||||
17383|25|9||||||||||
17384|21|9||||||||||
17385|25|9||||||||||
17386||||||||||||
17387|25|24||||||||||
17388||||||||||||
17389|25|17||||||||||
17390||25||5||6|6|||||
17391|25|9||||||||||
17392||23|6|||||||||
17393|||||||||2|||
17394|25|24||||||||||
17395|||||||||6|||
17396|25|9|||||||9|||
17397||25|16|||||||||
17398||14||||||||||
17399|20|16|||||||6|||
17400|25|6|||||||6|||
17401|25|9|||||||9|||
17402|25|13||||||||||
17403|25|5||5|5|5|||5|||
17404||||||||||||
17405||||||||||||
17406|25|25||||||||||
17407|25|9|||||||9|||
17408|25|24||||||||||
17409|||||||||6|||
17410|25|17||||||||||
17411||||||||||||
17412||||||||||||
17413||||||||||||
17414||||||||||||
17415||||||||||||
17416||||||||||||
17417||||||||||||
17418||||||||||||
17419||||||||||||
17420||||||||||||
17421||||||||||||
17422||||||||||||
17423||||||||||||
17424||||||||||||
17425|17|16||||||||||
17426||||||||||||
17427||||||||||||
17428||||||||||||
17429||||||||||||
17430|17|16||||||||||
17431||||||||||||
17432||||||||||||
17433||||||||||||
17434||||||||||||
17435||||||||||||
17436||||||||||||
17437||||||||||||
17438||||||||||||
17439||||||||||||
17440||||||||||||
17441||||||||||||
17442||||||||||||
17443||||||||||||
17444||||||||||||
17445||||||||||||
17446|18|17||||||||||
17447||||||||||||
17448||||||||||||
17449||||||||||||
17450||||||||||||
17451||||||||||||
17452||||||||||||
17453||||||||||||
17454||||||||||||
17455||||||||||||
17456||||||||||||
17457||||||||||||
17458||||||||||||
17459||||||||||||
17460||||||||||||
17461||||||||||||
17462||||||||||||
17463||||||||||||
17464||||||||||||
17465||||||||||||
17466||||||||||||
17467||||||||||||
17468||||||||||||
17469||||||||||||
17470||||||||||||
17471||||||||||||
17472||||||||||||
17473||||||||||||
17474||||||||||||
17475||||||||||||
17476||||||||||||
17477||||||||||||
17478||||||||||||
17479||||||||||||
17480||||||||||||
17481||||||||||||
17482||||||||||||
17483||||||||||||
17484||||||||||||
17485||||||||||||
17486||||||||||||
17487||||||||||||
17488||||||||||||
17489||||||||||||
17490||||||||||||
17491||||||||||||
17492||||||||||||
17493||||||||||||
17494||||||||||||
17495||||||||||||
17496||||||||||||
17497||||||||||||
17498||||||||||||
17499||||||||||||
17500||||||||||||
17501||||||||||||
17502||||||||||||
17503||||||||||||
17504||||||||||||
17505||||||||||||
17506||||||||||||
17507||||||||||||
17508||||||||||||
17509||||||||||||
17510||||||||||||
17511||||||||||||
17512||||||||||||
17513||||||||||||
17514||||||||||||
17515||||||||||||
17516||||||||||||
17517||24||5||6|6|||||
17518||||||||||||
17519||19||5|4|4|4|||||
17520||20||5||6|6|||||
17521||25||5||6|6|||||
17522|17|8||||||||||
17523||||||||||||
17524|23|6|||||||6|||
17525|24|16||||||||||
17526||25|16|||||5||||
17527||||||||||||
17528||22||||||||||
17529||||||||||||
17530||4|4|5|5|5|5|||||
17531||25||5|4|4|4|||||
17532||24|3|||||3||||
17533||17|16|||||||||
17534||||||||||||
17535||10|5|5|5|5|5|||||
17536||||||||||||
17537||||||||||||
17538||19||5|4|4|4|||||
17539||||||||||||
17540||25||5|4|4|4|||||
17541|10|5||||||||||
17542||||||||||||
17543||||||||||||
17544||||||||||||
17545|18|16||||||||||
17546||||||||||||
17547||||||||||||
17548||||||||||||
17549||||||||||||
17550||||||||||||
17551||||||||||||
17552||||||||||||
17553||||||||||||
17554||||||||||||
17555||||||||||||
17556||||||||||||
17557||||||||||||
17558||||||||||||
17559||||||||||||
17560||||||||||||
17561||||||||||||
17562||||||||||||
17563||||||||||||
17564||||||||||||
17565||||||||||||
17566||||||||||||
17567||||||||||||
17568||||||||||||
17569||||||||||||
17570||||||||||||
17571||||||||||||
17572||||||||||||
17573||||||||||||
17574||||||||||||
17575||||||||||||
17576||||||||||||
17577||||||||||||
17578||||||||||||
17579||||||||||||
17580||||||||||||
17581||||||||||||
17582||||||||||||
17583||||||||||||
17584||||||||||||
17585||||||||||||
17586|18|16||||||||||
17587||||||||||||
17588|18|16||||||||||
17589||||||||||||
17590||||||||||||
17591||||||||||||
17592||||||||||||
17593||||||||||||
17594|18|14||||||||||
17595||||||||||||
17596||||||||||||
17597||||||||||||
17598||||||||||||
17599||||||||||||
17600||||||||||||
17601||24||5|4|4|4|||||
17602|19|6|||||||6|||
17603||||||||||||
17604||24|6|||||6||||
17605||||||||||||
17606|25|12||||||||||
17607|25|7|||||||6|||
17608||25||5|4|4|4|||||
17609|25|13||||||||||
17610||||||||||||
17611||||||||||||
17612||||||||||||
17613||||||||||||
17614|21|16||||||||||
17615||||||||||||
17616|25|15||||||||||
17617||||||||||||
17618|25|13||||||||||
17619||||||||||||
17620|21|11||||||||||
17621||||||||||||
17622||22||5||6|6|||||
17623||4||0||0|0|||||
17624||||||||||||
17625||||||||||||
17626||||||||||||
17627||||||||||||
17628|||||||||6|||
17629||||||||||||
17630||||||||||||
17631||24|8|||||8|2|||
17632||||||||||||
17633|25|24||||||||||
17634||22|9|||||9||||
17635||||||||||||
17636||||||||||||
17637|24|15||||||||||
17638||||||||||||
17639||||||||||||
17640||||||||||||
17641||||||||||||
17642||||||||||||
17643||||||||||||
17644||||||||||||
17645|18|16||||||||||
17646||||||||||||
17647||||||||||||
17648||||||||||||
17649||||||||||||
17650||||||||||||
17651||||||||||||
17652||||||||||||
17653||||||||||||
17654||||||||||||
17655||||||||||||
17656||||||||||||
17657||||||||||||
17658||||||||||||
17659||||||||||||
17660||||||||||||
17661||||||||||||
17662||||||||||||
17663||||||||||||
17664|18|16||||||||||
17665||||||||||||
17666||||||||||||
17667||||||||||||
17668||||||||||||
17669||||||||||||
17670||||||||||||
17671||||||||||||
17672||||||||||||
17673||||||||||||
17674||||||||||||
17675||||||||||||
17676||||||||||||
17677||||||||||||
17678|17|15||||||||||
17679||||||||||||
17680||||||||||||
17681|17|13||||||||||
17682||||||||||||
17683||||||||||||
17684||||||||||||
17685||||||||||||
17686||||||||||||
17687||||||||||||
17688||||||||||||
17689||||||||||||
17690||||||||||||
17691||||||||||||
17692||||||||||||
17693||||||||||||
17694||||||||||||
17695||||||||||||
17696||||||||||||
17697|25|15||||||||||
17698||||||||||||
17699|24|23||||||||||
17700||||||||||||
17701||||||||||||
17702||||||||||||
17703||18|16|||||||||
17704||||||||||||
17705||||||||||||
17706||||||||||||
17707||||||||||||
17708||||||||||||
