ID|VATStatusAge|VATStartAge|VATEndAge|VATCollectionStartAge|VATCollectionEndAge|VATCollectionUpdateAge|VATCollectionPublishAge|VATInactivationAge|VATReactivationAge|VATCancellationAge|VATSplitStartAge|VATSplitCancellationAge
17709||||||||||||
17710||||||||||||
17711||||||||||||
17712||||||||||||
17713||||||||||||
17714||||||||||||
17715||||||||||||
17716||||||||||||
17717||||||||||||
17718|25|12||||||||||
17719|25|13||||||||||
17720|25|8|||||||8|||
17721||||||||||||
17722|25|9||||||||||
17723|25|16|||||||9|||
17724||25|6|||||||||
17725|25|12||||||||||
17726||23|8|||||8||||
17727||18|2|5|4|4|4|||||
17728||6|5|||||||||
17729|25|13||||||||||
17730||25||5|4|4|4|||||
17731|20|16||||||||||
17732||22||||||||||
17733||25||5||6|6|||||
17734||||||||||||
17735|18|16||||||||||
17736||24||5|4|4|4|||||
17737|25|9|||||||9|||
17738||||||||||||
17739|20|12||||||||||
17740||||||||||||
17741|25|17||||||||||
17742|25|9|||||||9|||
17743|21|17||||||||||
17744||||||||||||
17745||||||||||||
17746||||||||||||
17747||||||||||||
17748|25|6||||||||||
17749||17||5||6|6|||||
17750||||||||||||
17751||||||||||||
17752||||||||||||
17753||||||||||||
17754||||||||||||
17755||||||||||||
17756||||||||||||
17757||||||||||||
17758||||||||||||
17759||||||||||||
17760||||||||||||
17761||||||||||||
17762||||||||||||
17763||||||||||||
17764||||||||||||
17765||||||||||||
17766||||||||||||
17767||||||||||||
17768||||||||||||
17769||||||||||||
17770||||||||||||
17771||||||||||||
17772||||||||||||
17773||||||||||||
17774||||||||||||
17775||||||||||||
17776||||||||||||
17777|18|17||||||||||
17778||||||||||||
17779||||||||||||
17780||||||||||||
17781||||||||||||
17782||||||||||||
17783||||||||||||
17784||||||||||||
17785||||||||||||
17786||||||||||||
17787||||||||||||
17788||||||||||||
17789||||||||||||
17790||||||||||||
17791||||||||||||
17792||||||||||||
17793||||||||||||
17794||||||||||||
17795||||||||||||
17796||||||||||||
17797||||||||||||
17798||||||||||||
17799||||||||||||
17800||||||||||||
17801||||||||||||
17802||||||||||||
17803||||||||||||
17804||||||||||||
17805||||||||||||
17806||||||||||||
17807||||||||||||
17808||||||||||||
17809||||||||||||
17810||||||||||||
17811||||||||||||
17812||||||||||||
17813||||||||||||
17814||||||||||||
17815||||||||||||
17816||||||||||||
17817||||||||||||
17818||||||||||||
17819||||||||||||
17820||||||||||||
17821||||||||||||
17822||||||||||||
17823||||||||||||
17824||||||||||||
17825||||||||||||
17826||||||||||||
17827||||||||||||
17828||||||||||||
17829||||||||||||
17830||||||||||||
17831||||||||||||
17832||||||||||||
17833||||||||||||
17834||||||||||||
17835||||||||||||
17836|25|15||||||||||
17837||||||||||||
17838||||||||||||
17839||||||||||||
17840||||||||||||
17841||||||||||||
17842||||||||||||
17843||||||||||||
17844|18|12||||||||||
17845||||||||||||
17846||||||||||||
17847||17||5|1|1|1|||||
17848|25|24||||||||||
17849|23|17||||||||||
17850||17|9|||||9||||
17851||24||5||6|6|||||
17852||||||||5||||
17853|25|9|||||||9|||
17854||25|16|||||||||
17855||||||||||||
17856||25|7|||||2||||
17857||||||||||||
17858|20|16||||||||||
17859|25|18||||||||||
17860||16|16|||||||||
17861||||||||||||
17862||17|2|5|4|4|4|||||
17863||25||5|4|4|4|||||
17864|25|12||||||||||
17865|20|9|||||||9|||
17866|21|8||||||||||
17867|19|9|||||||9|||
17868||||||||||||
17869|25|12||||||||||
17870|25|2|2|2|2|2||||||
17871||||||||||||
17872|16|16|||||||6|||
17873||19|16|||||2||||
17874||||||||||||
17875|25|9||||||||||
17876|18|9|||||||9|||
17877||||||||||||
17878||23||5||6|6|||||
17879||22|8|||||8||||
17880|25|6|||||||6|||
17881|25|6|||||||6|||
17882||25|5|5|5|5|5|||||
17883||||||||||||
17884||||||||||||
17885||25||5|4|4|4|||||
17886||25|8|||||2||||
17887||||||||||||
17888||||||||||||
17889|23|8||||||||||
17890|||||||||9|||
17891||6|6|||||||||
17892|25|10||||||||||
17893||||||||6||||
17894|21|9|||||||9|||
17895||||||||||||
17896|21|17||||||||||
17897||||||||||||
17898|25|9||||||||||
17899||||||||||||
17900|||||||||9|||
17901||||||||||||
17902||19|6|||||6||||
17903||||||||||||
17904||20||5|2|3|3|||||
17905|||||||||6|||
17906||||||||||||
17907||||||||||||
17908||||||||||||
17909||||||||||||
17910||||||||||||
17911||||||||||||
17912||||||||||||
17913||||||||||||
17914||||||||||||
17915||||||||||||
17916||||||||||||
17917||||||||||||
17918||||||||||||
17919||||||||||||
17920||||||||||||
17921||||||||||||
17922||||||||||||
17923||||||||||||
17924||||||||||||
17925||||||||||||
17926||||||||||||
17927||||||||||||
17928||||||||||||
17929||||||||||||
17930||||||||||||
17931||||||||||||
17932||||||||||||
17933||||||||||||
17934||||||||||||
17935||||||||||||
17936||||||||||||
17937||||||||||||
17938||||||||||||
17939||||||||||||
17940||||||||||||
17941||||||||||||
17942||||||||||||
17943|18|16||||||||||
17944||||||||||||
17945||||||||||||
17946||||||||||||
17947||||||||||||
17948||||||||||||
17949||||||||||||
17950||||||||||||
17951||||||||||||
17952||||||||||||
17953||||||||||||
17954||||||||||||
17955|18|17||||||||||
17956||||||||||||
17957||||||||||||
17958||||||||||||
17959||||||||||||
17960||||||||||||
17961||||||||||||
17962||||||||||||
17963||||||||||||
17964||||||||||||
17965||||||||||||
17966||||||||||||
17967||||||||||||
17968||||||||||||
17969||||||||||||
17970||||||||||||
17971||||||||||||
17972||||||||||||
17973||||||||||||
17974||||||||||||
17975||||||||||||
17976||||||||||||
17977||||||||||||
17978||||||||||||
17979||||||||||||
17980||||||||||||
17981||||||||||||
17982||||||||||||
17983||||||||||||
17984||||||||||||
17985||||||||||||
17986||||||||||||
17987||||||||||||
17988||||||||||||
17989||||||||||||
17990||||||||||||
17991||||||||||||
17992||||||||||||
17993||||||||||||
17994||||||||||||
17995||22||5|4|4|4|||||
17996|25|24||||||||||
17997||23||||||||||
17998||||||||12||||
17999||||||||||||
18000|24|4||4|4|4||||||
18001|24|17||||||||||
18002||22||5||6|6|||||
18003||||||||||||
18004||||||||||||
18005|17|9|||||||9|||
18006||11||5|4|4|4|||||
18007|25|7||||||||||
18008|25|9|||||||9|||
18009|25|15||||||||||
18010|25|15||||||||||
18011||21|5|5|5|5|5|||||
18012|25|15||||||||||
18013||1||5|4|4|4|||||
18014||||||||||||
18015|25|11||||||||||
18016|25|9|||||||9|||
18017||||||||||||
18018||||||||||||
18019|25|9|||||||9|||
18020||||||||||||
18021||||||||||||
18022|25|9|||||||9|||
18023||||||||||||
18024||25|5|5|5|4|4|||||
18025|25|13||||||||||
18026||||||||||||
18027||||||||||||
18028||||||||||||
18029||||||||||||
18030||||||||||||
18031||||||||||||
18032||||||||||||
18033||||||||||||
18034||||||||||||
18035||||||||||||
18036||||||||||||
18037||||||||||||
18038||||||||||||
18039||||||||||||
18040||||||||||||
18041||||||||||||
18042||||||||||||
18043||||||||||||
18044||||||||||||
18045||||||||||||
18046||||||||||||
18047||||||||||||
18048|18|13||||||||||
18049||||||||||||
18050||||||||||||
18051||||||||||||
18052||||||||||||
18053||||||||||||
18054||||||||||||
18055||||||||||||
18056||||||||||||
18057||||||||||||
18058||||||||||||
18059||||||||||||
18060||||||||||||
18061||||||||||||
18062||||||||||||
18063||||||||||||
18064||||||||||||
18065||||||||||||
18066||||||||||||
18067||||||||||||
18068||||||||||||
18069||||||||||||
18070||||||||||||
18071||||||||||||
18072||||||||||||
18073||||||||||||
18074||||||||||||
18075||||||||||||
18076||||||||||||
18077||||||||||||
18078||||||||||||
18079||||||||||||
18080||||||||||||
18081||||||||||||
18082||||||||||||
18083|17|8||||||||||
18084||25|9|||||9||||
18085|25|7||||||||||
18086|7|6||||||||||
18087||||||||||||
18088||||||||||||
18089||||||||||||
18090||||||||||||
18091||||||||||||
18092||21||5|1|1|1|||||
18093||||||||||||
18094||||||||||||
18095|25|14||||||||||
18096|21|9|||||||9|||
18097|25|6|||||||6|||
18098|20|9||||||||||
18099|25|7||||||||||
18100||||||||||||
18101|25|17||||||||||
18102||||||||||||
18103|||||||||9|||
18104||||||||||||
18105||||||||||||
18106||||||||||||
18107|22|9|||||||9|||
18108||18||5||6|6|||||
18109|24|12||||||||||
18110||||||||||||
18111||||||||||||
18112|20|12||||||||||
18113||25|9|||||9||||
18114||||||||||||
18115||||||||||||
18116||||||||9||||
18117|25|15||||||||||
18118|25|16||||||||||
18119|18|12||||||||||
18120||19|7|||||7||||
18121|21|12||||||||||
18122||||||||||||
18123||25||||||||||
18124||||||||||||
18125||||||||||||
18126|22|6|||||||4|||
18127||||||||||||
18128||||||||||||
18129||||||||||||
18130||||||||||||
18131||||||||||||
18132||||||||||||
18133||||||||||||
18134||||||||||||
18135||||||||||||
18136||||||||||||
18137||||||||||||
18138||||||||||||
18139||||||||||||
18140||||||||||||
18141||||||||||||
18142||||||||||||
18143||||||||||||
18144||||||||||||
18145||||||||||||
18146||||||||||||
18147||||||||||||
18148||||||||||||
18149||||||||||||
18150||||||||||||
18151||||||||||||
18152||||||||||||
18153||||||||||||
18154||||||||||||
18155||||||||||||
18156||||||||||||
18157||||||||||||
18158||||||||||||
18159||||||||||||
18160||||||||||||
18161||||||||||||
18162||||||||||||
18163||||||||||||
18164||||||||||||
18165||||||||||||
18166||||||||||||
18167||||||||||||
18168||||||||||||
18169||||||||||||
18170||||||||||||
18171||||||||||||
18172||||||||||||
18173||||||||||||
18174||||||||||||
18175||||||||||||
18176||||||||||||
18177||||||||||||
18178||||||||||||
18179||||||||||||
18180||||||||||||
18181||||||||||||
18182||||||||||||
18183||||||||||||
18184||||||||||||
18185||||||||||||
18186||||||||||||
18187||||||||||||
18188||||||||||||
18189||||||||||||
18190||||||||||||
18191||||||||||||
18192||||||||||||
18193||||||||||||
18194||||||||||||
18195||||||||||||
18196||||||||||||
18197||||||||||||
18198||||||||||||
18199||||||||||||
18200||11|6|||||||||
18201|||||||||2|||
18202||||||||||||
18203|25|8||||||||||
18204|21|7||||||||||
18205||||||||||||
18206||||||||||||
18207|25|17||||||||||
18208|||||||||5|||
18209|25|7||||||||||
18210|22|14||||||||||
18211||||||||||||
18212||||||||||||
18213|21|16||||||||||
18214||||||||||||
18215||||||||||||
18216|19|9||||||||||
18217||||||||||||
18218||||||||||||
18219||||||||||||
18220|||||||||6|||
18221||||||||||||
18222||25||5|3|3|3|||||
18223|20|17||||||||||
18224||||||||||||
18225||||||||||||
18226||||||||||||
18227||18||5|4|4|4|||||
18228|||||||||9|||
18229||||||||||||
18230||||||||||||
18231||||||||||||
18232||||||||||||
18233||25||5||6|6|||||
18234||||||||||||
18235||||||||||||
18236||24|6|||||6||||
18237|25|24||||||||||
18238||25||5||6|6|||||
18239|25|25||||||||||
18240||||||||||||
18241|25|9|||||||9|||
18242||||||||||||
18243|16|9|||||||9|||
18244|21|16||||||||||
18245|||||||||8|||
18246||18||5|4|4|4|||||
18247||21|0|5|4|4|4|||||
18248||||||||||||
18249||||||||||||
18250|25|25||||||||||
18251|22|15||||||||||
18252||||||||||||
18253|||||||||9|||
18254|25|13||||||||||
18255||||||||||||
18256||||||||||||
18257|22|9|||||||9|||
18258||||||||||||
18259||24||1||1|1|||||
18260||4||3||3|3|||||
18261|22|12||||||||||
18262||||||||||||
18263||||||||||||
18264||||||||||||
18265||||||||||||
18266||||||||||||
18267||||||||||||
18268||||||||||||
18269||||||||||||
18270||||||||||||
18271||||||||||||
18272||||||||||||
18273||18|16|||||||||
18274||||||||||||
18275||||||||||||
18276||||||||||||
18277||||||||||||
18278||||||||||||
18279||||||||||||
18280||||||||||||
18281||||||||||||
18282||||||||||||
18283||||||||||||
18284||||||||||||
18285|17|16||||||||||
18286||||||||||||
18287||||||||||||
18288||||||||||||
18289||||||||||||
18290||||||||||||
18291||||||||||||
18292||||||||||||
18293||||||||||||
18294||||||||||||
18295||||||||||||
18296||||||||||||
18297||||||||||||
18298||||||||||||
18299||||||||||||
18300||||||||||||
18301||||||||||||
18302||||||||||||
18303||||||||||||
18304||||||||||||
18305||||||||||||
18306||||||||||||
18307||||||||||||
18308||||||||||||
18309||||||||||||
18310||||||||||||
18311||||||||||||
18312||||||||||||
18313||||||||||||
18314||||||||||||
18315|25|6|||||||6|||
18316||25|6|||||6||||
18317||||||||||||
18318|25|9|||||||9|||
18319|25|5|||||||5|||
18320||25||5|4|4|4|||||
18321||||||||||||
18322||25||5|4|4|4||||0|
18323||25|8|||||2||||
18324|25|1|1|4|4|4|||0|||
18325|25|||4|4|4||||||
18326|25|12||||||||||
18327|25|12||||||||||
18328|||||||||9|||
18329||22||||||||||
18330||4||5|5|5|5|||||
18331|17|8|||||||7|||
18332||22||5|4|4|4|||||
18333|14|6|||||||6|||
18334||||||||2||||
18335||||||||||||
18336||25|8|||||2||||
18337||25|6|||||6||||
18338||||||||||||
18339||25||5||6|6|||||
18340|19|8||||||||||
18341|25|6|||||||6|||
18342||||||||||||
18343||||||||||||
18344||||||||||||
18345||||||||||||
18346||||||||||||
18347||||||||||||
18348||||||||||||
18349||||||||||||
18350||||||||||||
18351||||||||||||
18352||||||||||||
18353||||||||||||
18354||||||||||||
18355||||||||||||
18356||||||||||||
18357||||||||||||
18358||||||||||||
18359||||||||||||
18360||||||||||||
18361||||||||||||
18362||||||||||||
18363||||||||||||
18364||||||||||||
18365||||||||||||
18366||||||||||||
18367||||||||||||
18368||||||||||||
18369||||||||||||
18370||||||||||||
18371||||||||||||
18372||||||||||||
18373||||||||||||
18374||||||||||||
18375||||||||||||
18376||||||||||||
18377||||||||||||
18378||||||||||||
18379||||||||||||
18380||||||||||||
18381||||||||||||
18382||||||||||||
18383||||||||||||
18384||||||||||||
18385||||||||||||
18386||||||||||||
18387||||||||||||
18388||||||||||||
18389||||||||||||
18390||||||||||||
18391||||||||||||
18392||||||||||||
18393||||||||||||
18394||||||||||||
18395||||||||||||
18396||16|16|||||8||||
18397|24|9||||||||||
18398|25|6||||||||||
18399||||||||||||
18400|25|14||||||||||
18401|25|6|||||||6|||
18402||5|2|5|2|2|2|||||
18403||||||||2||||
18404||22||||||||||
18405||||||||||||
18406||25|4|||||||||
18407||||||||||||
18408|18|5||5|5|5||||||
18409||||||||||||
18410||25||5|3|4|4|||||
18411||25||5|4|4|4|||||
18412||25||5|1|1|1||||-1|
18413||25||5||6|6|||||
18414|||||||||9|||
18415||||||||||||
18416||25|16|||||||||
18417||||||||||||
18418|25|17||||||||||
18419||22|||||||||-1|
18420||||||||||||
18421||25||5|1|1|1|||||
18422||||||||||||
18423||||||||||||
18424||||||||||||
18425||||||||||||
18426|25|8||||||||||
18427||||||||2||||
18428|21|16|||||||2|||
18429|||||||||5|||
18430||||||||||||
18431|19|8|||||||5|||
18432||20||5|4|4|4|||||
18433||||||||||||
18434||||||||||||
18435||||||||||||
18436|25|22||||||||||
18437||||||||||||
18438|25|15||||||||||
18439||21|16|||||||||
18440||||||||||||
18441||||||||||||
18442||||||||||||
18443||||||||||||
18444||||||||||||
18445||||||||||||
18446||||||||||||
18447||||||||||||
18448||||||||||||
18449||||||||||||
18450||||||||||||
18451||||||||||||
18452||||||||||||
18453||||||||||||
18454||||||||||||
18455||||||||||||
18456||||||||||||
18457||||||||||||
18458||||||||||||
18459||||||||||||
18460||||||||||||
18461||||||||||||
18462||||||||||||
18463||||||||||||
18464||||||||||||
18465||||||||||||
18466||||||||||||
18467|17|13||||||||||
18468||||||||||||
18469||||||||||||
18470||||||||||||
18471||||||||||||
18472||||||||||||
18473||||||||||||
18474||||||||||||
18475||||||||||||
18476||||||||||||
18477||||||||||||
18478||||||||||||
18479||||||||||||
18480||||||||||||
18481||||||||||||
18482||||||||||||
18483||||||||||||
18484||||||||||||
18485||||||||||||
18486||||||||||||
18487||||||||||||
18488||||||||||||
18489||||||||||||
18490||||||||||||
18491||||||||||||
18492||||||||||||
18493||||||||||||
18494||||||||||||
18495||||||||||||
18496||||||||||||
18497||||||||||||
18498||||||||||||
18499||||||||||||
18500||||||||||||
18501||||||||||||
18502||||||||||||
18503||||||||||||
18504||||||||||||
18505||||||||||||
18506||||||||||||
18507||||||||||||
18508||||||||||||
18509||||||||||||
18510||||||||||||
18511||||||||||||
18512||||||||||||
18513||||||||||||
18514||||||||||||
18515||||||||||||
18516||||||||||||
18517||||||||||||
18518||||||||||||
18519||||||||||||
18520||||||||||||
18521||||||||||||
18522||||||||||||
18523||||||||||||
18524||||||||||||
18525||||||||||||
18526||||||||||||
18527||||||||||||
18528||||||||||||
18529||||||||||||
18530||||||||||||
18531|||||||||5|||
18532|25|10||||||||||
18533||||||||||||
18534||6|2|5|2|2|2|||||
18535||||||||||||
18536||21|0|5|0|0|0|||||
18537|25|10||||||||||
18538||||||||||||
18539|20|12||||||||||
18540||||||||||||
18541||||||||||||
18542||||||||||||
18543|25|16||||||||||
18544||||||||6||||
18545|20|6||||||||||
18546||11||5||6|6|||||
18547||6|5|5|5|5|5|||||
18548||23|6|||||||||
18549||||||||||||
18550||||||||||||
18551|20|9||||||||||
18552||||||||||||
18553||||||||2|1|||
18554|25|14||||||||||
18555||||||||||||
18556|25|17||||||||||
18557||21|7|||||5||||
18558|20|9||||||||||
18559|25|13||||||||||
18560|25|9||||||||||
18561||25||||||||||
18562||||||||||||
18563||25||5|4|4|4|||||
18564|18|12||||||||||
18565||||||||||||
18566||||||||||||
18567||21|16|||||9||||
18568|25|17||||||||||
18569||||||||||||
18570||||||||||||
18571||||||||||||
18572||||||||||||
18573||||||||||||
18574||24||5|4|4|4|||||
18575|22|12||||||||||
18576||||||||||||
18577|23|9|||||||9|||
18578|||||||||5|||
18579|25|14||||||||||
18580|23|9|||||||9|||
18581|25|8||||||||||
18582|||||||||5|||
18583||19|6|||||||||
18584||||||||||||
18585||||||||||||
18586||||||||||||
18587|||||||||9|||
18588|20|9|||||||9|||
18589||24||5||6|6|||||
18590||||||||||||
18591||||||||||||
18592||||||||||||
18593|25|9|||||||2|||
18594||||||||||||
18595|25|14||||||||||
18596|25|17||||||||||
18597||||||||||||
18598||||||||||||
18599||||||||||||
18600||||||||||||
18601||||||||||||
18602||20||||||||||
18603||||||||||||
18604|22|9|||||||9|||
18605|18|15||||||||||
18606||||||||||||
18607||||||||||||
18608||||||||||||
18609||||||||||||
18610||||||||||||
18611||||||||||||
18612||||||||||||
18613||||||||||||
18614||||||||||||
18615||||||||||||
18616||||||||||||
18617||||||||||||
18618||||||||||||
18619||||||||||||
18620||||||||||||
18621||||||||||||
18622||||||||||||
18623||||||||||||
18624||||||||||||
18625||||||||||||
18626||||||||||||
18627||||||||||||
18628||||||||||||
18629||||||||||||
18630||||||||||||
18631||||||||||||
18632||||||||||||
18633||||||||||||
18634||||||||||||
18635||||||||||||
18636||||||||||||
18637||||||||||||
18638||||||||||||
18639||||||||||||
18640||||||||||||
18641||||||||||||
18642||||||||||||
18643||||||||||||
18644||||||||||||
18645||||||||||||
18646||||||||||||
18647||||||||||||
18648||||||||||||
18649||||||||||||
18650||||||||||||
18651||||||||||||
18652||||||||||||
18653||||||||||||
18654||||||||||||
18655||||||||||||
18656||||||||||||
18657||||||||||||
18658||||||||||||
18659||||||||||||
18660||||||||||||
18661||||||||||||
18662||||||||||||
18663||||||||||||
18664||||||||||||
18665||||||||||||
18666||||||||||||
18667||||||||||||
18668||||||||||||
18669||||||||||||
18670||||||||||||
18671||||||||||||
18672||||||||||||
18673||||||||||||
18674||||||||||||
18675||||||||||||
18676||||||||||||
18677||||||||||||
18678||||||||||||
18679||||||||||||
18680||||||||||||
